,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
63461,grow on trees,0,3,1,0,0,0,2,8,11,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.7272727272727273,0.4680702856805608,a
63524,andy,0,1,16,0,3,0,15,23,57,0.2807017543859649,0.0,0.05263157894736842,0.0,0.2631578947368421,0.40350877192982454,0.6108701797270015,a
63549,cookbook,1,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
63569,creator,1,1,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6080951354070865,a
63573,jeepers creepers,1,2,3,0,0,0,4,2,9,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.4651169142026325,a
63608,pepa,3,1,5,0,0,0,6,3,14,0.35714285714285715,0.0,0.0,0.0,0.42857142857142855,0.21428571428571427,0.4860558783480232,a
63675,relacion,4,1,1,0,0,0,2,6,9,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.55389541210996,a
63793,coca-cola,0,1,18,0,0,0,17,6,41,0.43902439024390244,0.0,0.0,0.0,0.4146341463414634,0.14634146341463414,0.5625181524780153,a
63800,credit cards,1,2,2,0,0,0,2,6,10,0.2,0.0,0.0,0.0,0.2,0.6,0.6355943902134669,a
63802,scout,0,1,1,0,0,0,2,5,8,0.125,0.0,0.0,0.0,0.25,0.625,0.5328073371740017,a
63803,shaker,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
63824,seba,0,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
63891,happy brithday,1,2,1,2,0,0,1,1,5,0.2,0.4,0.0,0.0,0.2,0.2,0.41545443017564754,a
63904,mangan,5,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
63942,foster,1,1,3,0,2,0,5,7,17,0.17647058823529413,0.0,0.11764705882352941,0.0,0.29411764705882354,0.4117647058823529,0.47173866431563394,a
63947,sipil,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
63967,savior,1,1,4,0,0,0,3,1,8,0.5,0.0,0.0,0.0,0.375,0.125,0.6493131882580123,a
64039,home depot,0,2,2,0,0,0,4,4,10,0.2,0.0,0.0,0.0,0.4,0.4,0.4146098373234487,a
64060,android smartphone,2,2,1,3,0,0,0,2,6,0.16666666666666666,0.5,0.0,0.0,0.0,0.3333333333333333,0.5442209688435404,a
64138,may god,1,2,6,8,0,0,1,0,15,0.4,0.5333333333333333,0.0,0.0,0.06666666666666667,0.0,0.6260351358033974,a
64240,andai,0,1,10,0,11,0,14,8,43,0.23255813953488372,0.0,0.2558139534883721,0.0,0.32558139534883723,0.18604651162790697,0.4144941534912031,a
64270,thin mints,0,2,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6114621547545335,a
64290,attraction,2,1,2,0,1,0,4,5,12,0.16666666666666666,0.0,0.08333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.4302333059940072,a
64356,cologne,0,1,6,0,0,0,6,6,18,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
64380,pendulum,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
64383,everybodyy,0,1,0,0,0,0,1,5,6,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.5325241846730502,a
64504,twits,2,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
64555,delgado,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
64564,dv,3,1,0,1,0,2,3,4,10,0.0,0.1,0.0,0.2,0.3,0.4,0.4286701136478118,a
64591,acai berry,0,2,4,0,0,0,4,9,17,0.23529411764705882,0.0,0.0,0.0,0.23529411764705882,0.5294117647058824,0.6264932331390722,a
64626,william,1,1,3,0,5,0,4,24,36,0.08333333333333333,0.0,0.1388888888888889,0.0,0.1111111111111111,0.6666666666666666,0.6040226143607406,a
64649,ethics,5,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
64667,final score,2,2,2,4,0,0,1,4,11,0.18181818181818182,0.36363636363636365,0.0,0.0,0.09090909090909091,0.36363636363636365,0.5445088890532153,a
64675,jardim,4,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
64688,graffiti,0,1,2,0,1,0,2,5,10,0.2,0.0,0.1,0.0,0.2,0.5,0.6067939091225192,a
64713,pleasee follow,1,2,0,2,0,3,1,1,7,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5612989045414408,a
64752,glasgow,0,1,6,0,1,0,5,5,17,0.35294117647058826,0.0,0.058823529411764705,0.0,0.29411764705882354,0.29411764705882354,0.6233428041284443,a
64758,yandel,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
64773,perancis,1,1,1,0,2,0,1,1,5,0.2,0.0,0.4,0.0,0.2,0.2,0.4827846427769239,a
64813,thea,0,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
64878,spike,0,1,5,0,1,0,7,3,16,0.3125,0.0,0.0625,0.0,0.4375,0.1875,0.41524329451199743,a
64935,congratulation,3,1,2,0,2,0,1,0,5,0.4,0.0,0.4,0.0,0.2,0.0,0.6248609156196052,a
64960,noix,5,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
65203,stylus,0,1,3,0,0,0,3,2,8,0.375,0.0,0.0,0.0,0.375,0.25,0.5663208153487131,a
65212,cruz,0,1,8,0,2,2,15,9,36,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.4166666666666667,0.25,0.4044238397366889,a
65220,exalta,0,1,4,0,1,1,6,9,21,0.19047619047619047,0.0,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.5442680523702872,a
65347,tecla,1,1,1,0,0,0,3,5,9,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.42351894425653525,a
65368,fg,0,1,0,0,0,6,4,6,16,0.0,0.0,0.0,0.375,0.25,0.375,0.6208858826656348,a
65386,blink 182,0,2,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6114621547545335,a
65476,valent,1,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
65598,filosofia,0,1,3,0,0,0,4,4,11,0.2727272727272727,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.5060616012016614,a
65631,eits,0,1,5,0,6,1,3,3,18,0.2777777777777778,0.0,0.3333333333333333,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.6317938740562861,a
65685,acre,0,1,3,0,0,0,4,3,10,0.3,0.0,0.0,0.0,0.4,0.3,0.48045400377192565,a
65815,morgan,0,1,14,0,4,0,19,20,57,0.24561403508771928,0.0,0.07017543859649122,0.0,0.3333333333333333,0.3508771929824561,0.4947241631054958,a
65848,tidak mudah cemburu,0,3,0,1,0,4,0,14,19,0.0,0.05263157894736842,0.0,0.21052631578947367,0.0,0.7368421052631579,0.5821561126192538,a
65850,ustream,0,1,13,0,0,5,24,34,76,0.17105263157894737,0.0,0.0,0.06578947368421052,0.3157894736842105,0.4473684210526316,0.5214086132285989,a
65881,leonard,3,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
65935,alfie,0,1,1,1,0,0,1,4,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.5714285714285714,0.5995845623960047,a
65990,miren,2,1,4,0,2,1,3,0,10,0.4,0.0,0.2,0.1,0.3,0.0,0.633092067838697,a
66027,torero,0,1,1,0,0,2,2,0,5,0.2,0.0,0.0,0.4,0.4,0.0,0.5873121284684509,a
66086,firefox,0,1,11,0,4,0,9,9,33,0.3333333333333333,0.0,0.12121212121212122,0.0,0.2727272727272727,0.2727272727272727,0.6107844172379993,a
66133,underground,2,1,4,0,0,0,8,11,23,0.17391304347826086,0.0,0.0,0.0,0.34782608695652173,0.4782608695652174,0.4521651915963103,a
66260,kevin,0,1,22,0,5,0,19,37,83,0.26506024096385544,0.0,0.060240963855421686,0.0,0.2289156626506024,0.4457831325301205,0.6346088301009398,a
66264,iris,1,1,4,0,0,1,6,6,17,0.23529411764705882,0.0,0.0,0.058823529411764705,0.35294117647058826,0.35294117647058826,0.5196810227377878,a
66296,double xp weekend,0,3,1,1,0,0,1,2,5,0.2,0.2,0.0,0.0,0.2,0.4,0.43615268687769404,a
66321,season 3,0,2,2,0,0,0,4,7,13,0.15384615384615385,0.0,0.0,0.0,0.3076923076923077,0.5384615384615384,0.4852972532961856,a
66369,hakim,5,1,0,0,0,1,2,4,7,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.46978538189004093,a
66401,yelah,2,1,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.537703286331163,a
66451,cheetah,2,1,3,0,2,0,2,2,9,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.6285691958106032,a
66478,billboard,0,1,4,0,1,0,4,6,15,0.26666666666666666,0.0,0.06666666666666667,0.0,0.26666666666666666,0.4,0.5919107767011249,a
66483,raise your glass,1,3,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5087495038939636,a
66504,giornata,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
66505,meus followers,3,2,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.4660341011811632,a
66660,sampa,0,1,12,0,0,1,16,8,37,0.32432432432432434,0.0,0.0,0.02702702702702703,0.43243243243243246,0.21621621621621623,0.46940924667200895,a
66682,slayer,3,1,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.537703286331163,a
66689,ui,0,1,3,0,2,30,35,22,92,0.03260869565217391,0.0,0.021739130434782608,0.32608695652173914,0.3804347826086957,0.2391304347826087,0.456163201736388,a
66735,cove,2,1,0,0,0,1,2,4,7,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.46978538189004093,a
66762,aie,1,1,0,0,2,1,1,2,6,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.4838889727212271,a
66773,clippers,0,1,6,0,2,0,8,7,23,0.2608695652173913,0.0,0.08695652173913043,0.0,0.34782608695652173,0.30434782608695654,0.4808069508189692,a
66790,yayy,0,1,3,0,2,3,8,12,28,0.10714285714285714,0.0,0.07142857142857142,0.10714285714285714,0.2857142857142857,0.42857142857142855,0.501899561185152,a
66807,halo,0,1,45,0,23,2,60,33,163,0.27607361963190186,0.0,0.1411042944785276,0.012269938650306749,0.36809815950920244,0.20245398773006135,0.44865001943718746,a
66818,camaro,3,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
66825,aduhh,3,1,2,0,5,0,2,2,11,0.18181818181818182,0.0,0.45454545454545453,0.0,0.18181818181818182,0.18181818181818182,0.46695688425962506,a
66836,pekerjaan,1,1,1,1,2,0,8,21,33,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.0,0.24242424242424243,0.6363636363636364,0.4332414916928314,a
66948,calcio,0,1,3,0,2,0,2,0,7,0.42857142857142855,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.593156322904988,a
66959,photo,0,1,37,0,1975,3,339,2689,5043,0.007336902637319056,0.0,0.3916319651001388,0.000594883997620464,0.06722189173111243,0.5332143565338092,0.4993990974618335,a
67036,wetin,3,1,3,0,3,0,2,0,8,0.375,0.0,0.375,0.0,0.25,0.0,0.5600230424646784,a
67085,jake,0,1,8,0,3,0,6,7,24,0.3333333333333333,0.0,0.125,0.0,0.25,0.2916666666666667,0.6347325135294407,a
67141,everythingg,0,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
67145,ada 1,1,2,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4472309845087577,a
67150,enda,0,1,5,0,2,0,5,1,13,0.38461538461538464,0.0,0.15384615384615385,0.0,0.38461538461538464,0.07692307692307693,0.4962354497156217,a
67177,feyenoord,1,1,3,0,1,0,3,1,8,0.375,0.0,0.125,0.0,0.375,0.125,0.5142217918997029,a
67411,inked,2,1,0,0,0,3,2,1,6,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.5802976806430354,a
67510,dailymotion,4,1,1,0,4,0,0,2,7,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.5971700819985253,a
67650,omega,0,1,3,0,1,0,5,7,16,0.1875,0.0,0.0625,0.0,0.3125,0.4375,0.4802770645645035,a
67660,dougie,0,1,18,0,2,0,28,21,69,0.2608695652173913,0.0,0.028985507246376812,0.0,0.4057971014492754,0.30434782608695654,0.43195976510307255,a
67682,complete collection,0,2,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6355943902134669,a
67709,rawr,1,1,1,0,2,4,4,9,20,0.05,0.0,0.1,0.2,0.2,0.45,0.5941869870797782,a
67721,perfect valentine,3,2,1,3,0,0,0,1,5,0.2,0.6,0.0,0.0,0.0,0.2,0.5048320428748453,a
67745,fishers,0,1,1,0,1,0,2,3,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.4462659813901214,a
67754,heyy,5,1,3,0,2,0,3,3,11,0.2727272727272727,0.0,0.18181818181818182,0.0,0.2727272727272727,0.2727272727272727,0.5430320221266507,a
67771,mis respetos,2,2,0,0,0,1,2,3,6,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.4063830102318161,a
67774,kim,0,1,32,0,3,1,45,40,121,0.2644628099173554,0.0,0.024793388429752067,0.008264462809917356,0.371900826446281,0.3305785123966942,0.4832157058843161,a
68016,clinical,1,1,1,0,0,0,4,8,13,0.07692307692307693,0.0,0.0,0.0,0.3076923076923077,0.6153846153846154,0.4292040844512792,a
68020,olive garden,0,2,7,1,0,0,6,4,18,0.3888888888888889,0.05555555555555555,0.0,0.0,0.3333333333333333,0.2222222222222222,0.6079747934406324,a
68144,whoops,0,1,2,0,1,1,5,5,14,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,0.4221615646944109,a
68187,trademark,4,1,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5043697706606394,a
68225,buffalo,0,1,9,0,4,0,15,15,43,0.20930232558139536,0.0,0.09302325581395349,0.0,0.3488372093023256,0.3488372093023256,0.438465694310723,a
68251,editora,2,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
68268,wifi,0,1,21,0,1,1,33,28,84,0.25,0.0,0.011904761904761904,0.011904761904761904,0.39285714285714285,0.3333333333333333,0.4530955844552934,a
68384,harry hill,0,2,2,2,0,0,1,2,7,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.6147671253431274,a
68421,detik,4,1,1,0,0,0,3,6,10,0.1,0.0,0.0,0.0,0.3,0.6,0.45537270132526775,a
68605,next big,1,2,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.4146098373234487,a
68644,bp,0,1,3,0,1,14,12,11,41,0.07317073170731707,0.0,0.024390243902439025,0.34146341463414637,0.2926829268292683,0.2682926829268293,0.5977661459123402,a
68658,mamy,1,1,4,0,0,0,3,1,8,0.5,0.0,0.0,0.0,0.375,0.125,0.6493131882580123,a
68705,gl,0,1,14,0,3,9,21,10,57,0.24561403508771928,0.0,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.17543859649122806,0.5316241302092548,a
68717,world news,0,2,5,10,0,0,3,4,22,0.22727272727272727,0.45454545454545453,0.0,0.0,0.13636363636363635,0.18181818181818182,0.4732193769431263,a
68746,rf,0,1,1,0,0,5,7,12,25,0.04,0.0,0.0,0.2,0.28,0.48,0.5339294683457474,a
68879,navy,0,1,6,0,2,0,8,14,30,0.2,0.0,0.06666666666666667,0.0,0.26666666666666666,0.4666666666666667,0.5435422718867161,a
68932,anne,0,1,7,0,1,0,9,20,37,0.1891891891891892,0.0,0.02702702702702703,0.0,0.24324324324324326,0.5405405405405406,0.5776220601842408,a
68968,biel,3,1,5,0,0,0,4,0,9,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.6040808833133176,a
68983,nos seguir e dar,1,4,0,0,0,10,0,0,10,0.0,0.0,0.0,1.0,0.0,0.0,0.47796707176980713,a
68989,nike,0,1,12,0,4,1,19,17,53,0.22641509433962265,0.0,0.07547169811320754,0.018867924528301886,0.3584905660377358,0.32075471698113206,0.4554524555725289,a
69002,thx 4,4,2,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5568713329889696,a
69127,sma,0,1,5,0,6,421,239,47,718,0.006963788300835654,0.0,0.008356545961002786,0.5863509749303621,0.3328690807799443,0.06545961002785515,0.6163972342272072,a
69145,5 feb 2011,0,3,2,0,0,1,2,7,12,0.16666666666666666,0.0,0.0,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.5571015181435379,a
69189,pok,1,1,8,0,1,0,9,3,21,0.38095238095238093,0.0,0.047619047619047616,0.0,0.42857142857142855,0.14285714285714285,0.4831755956063377,a
69191,liinda,1,1,2,0,0,0,6,11,19,0.10526315789473684,0.0,0.0,0.0,0.3157894736842105,0.5789473684210527,0.4403398987655325,a
69209,applebees,0,1,4,0,2,0,6,5,17,0.23529411764705882,0.0,0.11764705882352941,0.0,0.35294117647058826,0.29411764705882354,0.44210227293982796,a
69235,regina,1,1,6,0,0,0,5,5,16,0.375,0.0,0.0,0.0,0.3125,0.3125,0.6386225340186762,a
69314,telemundo,0,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
69346,super mario,0,2,3,0,0,0,3,4,10,0.3,0.0,0.0,0.0,0.3,0.4,0.6067790364445146,a
69465,papua,0,1,3,0,0,0,3,5,11,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727,0.45454545454545453,0.6134766023844459,a
69502,joao,2,1,4,0,1,0,3,1,9,0.4444444444444444,0.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.6196139338820674,a
69508,andrade,1,1,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6080951354070865,a
69534,egyptian state tv,0,3,5,7,0,0,0,1,13,0.38461538461538464,0.5384615384615384,0.0,0.0,0.0,0.07692307692307693,0.5425894622782224,a
69580,audio,3,1,11,0,32,2,19,31,95,0.11578947368421053,0.0,0.3368421052631579,0.021052631578947368,0.2,0.3263157894736842,0.4577599356347542,a
69598,7 years of facebook,0,4,5,0,0,0,0,9,14,0.35714285714285715,0.0,0.0,0.0,0.0,0.6428571428571429,0.5438249151594056,a
69612,gto,0,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
69649,levando,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
69717,top 5,0,2,11,0,0,1,13,10,35,0.3142857142857143,0.0,0.0,0.02857142857142857,0.37142857142857144,0.2857142857142857,0.5486104914698516,a
69747,bahia fm,0,2,1,2,0,0,0,2,5,0.2,0.4,0.0,0.0,0.0,0.4,0.6304797647862842,a
69783,rte,2,1,0,0,0,3,2,2,7,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.6046155284445963,a
69806,cart,4,1,1,0,0,0,3,11,15,0.06666666666666667,0.0,0.0,0.0,0.2,0.7333333333333333,0.5456896034267552,a
69814,pleace,1,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
69848,the bull,0,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
69852,10k,0,1,0,0,0,4,6,8,18,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.45119370926468266,a
69903,oha,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
69911,oliveira,2,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
69932,cristal,0,1,3,0,0,0,4,4,11,0.2727272727272727,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.5060616012016614,a
70040,ctt,3,1,1,0,0,1,2,1,5,0.2,0.0,0.0,0.2,0.4,0.2,0.5007045183365324,a
70061,mc donald,1,2,2,1,0,0,2,1,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5044307848235033,a
70062,noel,2,1,3,0,4,0,4,5,16,0.1875,0.0,0.25,0.0,0.25,0.3125,0.4780456523468578,a
70070,avisame,1,1,0,0,0,1,2,4,7,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.46978538189004093,a
70083,bonjour,0,1,6,0,7,0,8,23,44,0.13636363636363635,0.0,0.1590909090909091,0.0,0.18181818181818182,0.5227272727272727,0.5589832199061822,a
70168,radio disney,0,2,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5568713329889696,a
70181,regulators,0,1,4,0,1,0,4,0,9,0.4444444444444444,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.48093258903815694,a
70254,2kg,0,1,0,0,0,0,2,8,10,0.0,0.0,0.0,0.0,0.2,0.8,0.4964721598788954,a
70255,percebo,2,1,1,0,1,0,2,4,8,0.125,0.0,0.125,0.0,0.25,0.5,0.48388222221394345,a
70273,feb 2011,0,2,4,0,0,0,5,16,25,0.16,0.0,0.0,0.0,0.2,0.64,0.6062036068469565,a
70293,go gunners,1,2,1,1,0,0,1,6,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.6666666666666666,0.605919002642217,a
70368,dana,0,1,8,0,1,0,11,4,24,0.3333333333333333,0.0,0.041666666666666664,0.0,0.4583333333333333,0.16666666666666666,0.4127217613600296,a
70440,legaal,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
70469,haterz,2,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
70560,vixe,1,1,1,0,1,4,3,5,14,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.6413579903757396,a
70609,ladies free,1,2,2,7,0,0,1,6,16,0.125,0.4375,0.0,0.0,0.0625,0.375,0.4849528558566071,a
70656,ai ai ai,4,3,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.41885784084971467,a
70658,00pm,0,1,0,0,0,4,9,18,31,0.0,0.0,0.0,0.12903225806451613,0.2903225806451613,0.5806451612903226,0.457398987169123,a
70697,jib,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
70724,go steelers,0,2,3,5,0,2,3,14,27,0.1111111111111111,0.18518518518518517,0.0,0.07407407407407407,0.1111111111111111,0.5185185185185185,0.5996343080629002,a
70761,bing,3,1,5,0,4,0,6,11,26,0.19230769230769232,0.0,0.15384615384615385,0.0,0.23076923076923078,0.4230769230769231,0.5456885884203928,a
70769,utd,0,1,13,0,3,2,12,5,35,0.37142857142857144,0.0,0.08571428571428572,0.05714285714285714,0.34285714285714286,0.14285714285714285,0.5932432650316584,a
70804,legislators,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
70805,brauch,0,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
70835,cas,0,1,9,0,2,1,16,12,40,0.225,0.0,0.05,0.025,0.4,0.3,0.41571088554289604,a
70957,mandy,0,1,3,0,1,0,5,7,16,0.1875,0.0,0.0625,0.0,0.3125,0.4375,0.4802770645645035,a
70958,the zone,1,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
71031,anatomy,1,1,6,0,0,1,7,5,19,0.3157894736842105,0.0,0.0,0.05263157894736842,0.3684210526315789,0.2631578947368421,0.5559629743013967,a
71049,kla,1,1,1,0,1,0,1,3,6,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.5950847654209117,a
71116,samuel,1,1,4,0,0,1,5,6,16,0.25,0.0,0.0,0.0625,0.3125,0.375,0.5809124009125778,a
71128,super bowl parties,1,3,0,2,0,1,0,2,5,0.0,0.4,0.0,0.2,0.0,0.4,0.4127324993267519,a
71136,iyoo,0,1,9,0,4,0,7,0,20,0.45,0.0,0.2,0.0,0.35,0.0,0.5664796286590181,a
71153,jens,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
71197,copa,0,1,20,0,0,1,20,9,50,0.4,0.0,0.0,0.02,0.4,0.18,0.5620435296942917,a
71250,pair programmers,0,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
71333,topshop,0,1,2,0,0,0,4,6,12,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
71414,wedew,0,1,1,0,3,0,0,1,5,0.2,0.0,0.6,0.0,0.0,0.2,0.6243313165050876,a
71443,ayah joshua suherman,1,3,1,0,0,0,0,5,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.6494448293702606,a
71530,mnc tv,3,2,0,0,0,3,3,1,7,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.4004045284733902,a
71546,compassion,3,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
71668,ks,3,1,0,0,0,4,5,6,15,0.0,0.0,0.0,0.26666666666666666,0.3333333333333333,0.4,0.4728834645860617,a
71671,rr,0,1,0,0,0,4,7,8,19,0.0,0.0,0.0,0.21052631578947367,0.3684210526315789,0.42105263157894735,0.4024628537220177,a
71683,week in review,4,3,3,1,0,0,2,0,6,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5398152329017599,a
71737,vsf,1,1,1,0,0,7,8,10,26,0.038461538461538464,0.0,0.0,0.2692307692307692,0.3076923076923077,0.38461538461538464,0.5329946975528778,a
