,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
132,warning black america,0,3,70,0,0,0,0,0,70,-0.027928620760650023,1.0,0.0,0.0,0.0,0.0,0.0,0.9652185019761497,g
135,afrikan perspectives,0,2,12,0,0,0,0,0,12,-0.08274948979361404,1.0,0.0,0.0,0.0,0.0,0.0,0.9862517367998616,g
138,7th,0,1,0,0,0,0,9,3,12,-0.08274948979361404,0.0,0.0,0.0,0.0,0.75,0.25,0.005123450126535568,b
145,interviews,0,1,9,0,0,0,393,0,402,0.28587359508321303,0.022388059701492536,0.0,0.0,0.0,0.9776119402985075,0.0,0.0016510522841248197,b
147,nebraska,0,1,315,0,0,0,0,2,317,0.20553266632800712,0.9936908517350158,0.0,0.0,0.0,0.0,0.006309148264984227,0.9898751633289221,g
150,made,0,1,1,0,0,0,74,1,76,-0.022257496377929606,0.013157894736842105,0.0,0.0,0.0,0.9736842105263158,0.013157894736842105,0.0016108048848948377,b
159,rest in power malcolm x,0,5,1,4,0,0,0,6,11,-0.08369467719073412,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.5454545454545454,0.5,a
160,assata,0,1,9,0,0,0,0,0,9,-0.08558505198497426,1.0,0.0,0.0,0.0,0.0,0.0,0.9901382492195749,g
161,marcus garvey malcolm x,0,4,8,0,0,0,0,0,8,-0.08653023938209432,1.0,0.0,0.0,0.0,0.0,0.0,0.9053297569121197,g
163,a life of reinvention,0,4,18,0,0,0,0,0,18,-0.07707836541089363,1.0,0.0,0.0,0.0,0.0,0.0,0.9053297569121197,g
165,last speech,0,2,11,0,0,0,2,0,13,-0.08180430239649399,0.8461538461538461,0.0,0.0,0.0,0.15384615384615385,0.0,0.9353595981844565,g
166,favorite,0,1,0,0,3,1,685,3,692,0.5599779402480332,0.0,0.0,0.004335260115606936,0.001445086705202312,0.9898843930635838,0.004335260115606936,0.0014112593953381819,b
168,team,0,1,0,0,0,2,4,0,6,-0.08842061417633447,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.025188286223814804,b
172,edgar ogutu,0,2,5,0,0,0,0,0,5,-0.08936580157345454,1.0,0.0,0.0,0.0,0.0,0.0,0.9862517367998616,g
173,vote,0,1,0,0,0,2,10,3,15,-0.07991392760225384,0.0,0.0,0.0,0.13333333333333333,0.6666666666666666,0.2,0.012590382869185705,b
178,el hajj malik,0,3,6,0,0,0,0,13,19,-0.07613317801377356,0.3157894736842105,0.0,0.0,0.0,0.0,0.6842105263157895,0.6266242373936253,a
179,92nd birthday,0,2,0,57,0,0,2250,15,2322,2.1006333975537466,0.0,0.02454780361757106,0.0,0.0,0.9689922480620154,0.006459948320413436,0.0013823396353672176,b
182,world,0,1,7,0,0,0,109,40,156,0.053357495391675946,0.04487179487179487,0.0,0.0,0.0,0.6987179487179487,0.2564102564102564,0.008598411258750209,b
183,black muslim,0,2,20,3,0,0,0,0,23,-0.07235242842529328,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,0.9742051664087099,g
187,grappling,0,1,18,0,0,0,0,0,18,-0.07707836541089363,1.0,0.0,0.0,0.0,0.0,0.0,0.9901382492195749,g
188,african american,0,2,6,0,0,0,0,0,6,-0.08842061417633447,1.0,0.0,0.0,0.0,0.0,0.0,0.9862517367998616,g
196,blm,0,1,0,0,0,4,0,1,5,-0.08936580157345454,0.0,0.0,0.0,0.8,0.0,0.2,0.8962792308098219,g
199,toby keith,0,2,6,0,0,0,0,0,6,-0.08842061417633447,1.0,0.0,0.0,0.0,0.0,0.0,0.9862517367998616,g
204,black men,0,2,1,21,0,0,56,0,78,-0.02036712158368947,0.01282051282051282,0.2692307692307692,0.0,0.0,0.717948717948718,0.0,0.00514698044408431,b
208,anthony weiner malcolm x,0,4,3,0,0,0,1,3,7,-0.0874754267792144,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.5835281381720216,a
210,movie,0,1,1,0,0,1,29,3,34,-0.06195536705697252,0.029411764705882353,0.0,0.0,0.029411764705882353,0.8529411764705882,0.08823529411764706,0.003544261106781117,b
215,trump,0,1,23,0,9,3,6,6,47,-0.04966793089441162,0.48936170212765956,0.0,0.19148936170212766,0.06382978723404255,0.1276595744680851,0.1276595744680851,0.8417944782189852,g
220,robert penn warren,0,3,5,0,0,0,0,0,5,-0.08936580157345454,1.0,0.0,0.0,0.0,0.0,0.0,0.9652185019761497,g
221,says,0,1,0,0,0,1,367,1,369,0.25468241097825073,0.0,0.0,0.0,0.0027100271002710027,0.994579945799458,0.0027100271002710027,0.001381429995093305,b
223,field negro,0,2,5,0,0,1,1,4,11,-0.08369467719073412,0.45454545454545453,0.0,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.7742140345350187,g
224,do something about malcolm x,0,5,15,0,0,0,0,0,15,-0.07991392760225384,1.0,0.0,0.0,0.0,0.0,0.0,0.7969830772526301,g
228,transwomen,0,1,0,0,0,29,0,0,29,-0.06668130404257287,0.0,0.0,0.0,1.0,0.0,0.0,0.9413243610638287,g
233,socialist,0,1,4,0,0,0,1,0,5,-0.08936580157345454,0.8,0.0,0.0,0.0,0.2,0.0,0.9223038063951285,g
235,hillary cl,0,2,81,0,0,0,0,0,81,-0.01753155939232926,1.0,0.0,0.0,0.0,0.0,0.0,0.9862517367998616,g
236,brother malcolm x,0,3,20,67,0,1,0,60,148,0.04579599621471539,0.13513513513513514,0.4527027027027027,0.0,0.006756756756756757,0.0,0.40540540540540543,0.38357432427023874,b
238,sir malcolm x,0,3,5,0,0,0,0,1,6,-0.08842061417633447,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.9370559059116738,g
241,black shining prince,0,3,1,0,0,0,4,2,7,-0.0874754267792144,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0522850261300253,b
242,africans,0,1,17,0,0,0,0,1,18,-0.07707836541089363,0.9444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.9874962256810229,g
244,bob beckel malcolm x,0,4,2,0,0,0,0,30,32,-0.06384574185121267,0.0625,0.0,0.0,0.0,0.0,0.9375,0.4447473646906635,a
245,black lives,0,2,11,0,0,0,0,1,12,-0.08274948979361404,0.9166666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.9801865951369371,g
249,happy 92nd birthday malcolm x,0,5,0,6,0,0,0,12,18,-0.07707836541089363,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.4683046310136221,a
253,peace,0,1,1,0,6,0,266,12,285,0.1752866696201649,0.0035087719298245615,0.0,0.021052631578947368,0.0,0.9333333333333333,0.042105263157894736,0.0019058275557427634,b
256,boycotts cnn,0,2,0,0,0,21,0,0,21,-0.07424280321953343,0.0,0.0,0.0,1.0,0.0,0.0,0.8821913952455329,g
260,bro malcolm,0,2,997,0,0,0,0,0,997,0.8482600963696544,1.0,0.0,0.0,0.0,0.0,0.0,0.9862517367998616,g
261,civil rights movement,0,3,5,0,0,0,3,1,9,-0.08558505198497426,0.5555555555555556,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.494680038819902,a
266,one of the greatest revolutionaries,0,5,4,0,0,0,2,1,7,-0.0874754267792144,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.5933679843655102,a
267,fidel castro,0,2,3,0,0,0,0,7,10,-0.08463986458785419,0.3,0.0,0.0,0.0,0.0,0.7,0.6658599964073898,a
269,malc,0,1,2,0,0,0,0,31,33,-0.0629005544540926,0.06060606060606061,0.0,0.0,0.0,0.0,0.9393939393939394,0.45679555260091065,a
273,blacks,0,1,6,0,5,0,192,1,204,0.09872649045343929,0.029411764705882353,0.0,0.024509803921568627,0.0,0.9411764705882353,0.004901960784313725,0.0020770189183302672,b
278,mich,0,1,7,0,0,0,0,0,7,-0.0874754267792144,1.0,0.0,0.0,0.0,0.0,0.0,0.9901382492195749,g
283,betty shelby,0,2,8,0,0,0,0,4,12,-0.08274948979361404,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.934292494833427,g
