,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,evictionFlag,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
5010,double standards,1,2,1,0,0,0,9,0,10,0,-0.09893875667731696,0.1,0.0,0.0,0.0,0.9,0.0,0.006788489503036713,b
5011,families,10,1,2,0,0,2,3157,15,3176,0,2.705540152876656,0.0006297229219143577,0.0,0.0,0.0006297229219143577,0.9940176322418136,0.004722921914357683,0.00324715024950644,b
5014,sit,0,1,1,0,2,0,16,0,19,0,-0.0909664540285533,0.05263157894736842,0.0,0.10526315789473684,0.0,0.8421052631578947,0.0,0.00880561849468621,b
5019,divorce papers,7,2,13,475,0,0,49,300,837,0,0.6336272756035217,0.015531660692951015,0.5675029868578255,0.0,0.0,0.05854241338112306,0.35842293906810035,0.26727869276003613,b
5021,facing,0,1,3,0,9,0,813,7,832,0,0.6291982185764308,0.003605769230769231,0.0,0.010817307692307692,0.0,0.9771634615384616,0.008413461538461538,0.003553779864168407,b
5029,winners,2,1,2,0,0,0,913,0,915,0,0.7027205652261401,0.002185792349726776,0.0,0.0,0.0,0.9978142076502732,0.0,0.003210543345102881,b
5030,week,0,1,1,0,0,1,191,11,204,0,0.07290865597381085,0.004901960784313725,0.0,0.0,0.004901960784313725,0.9362745098039216,0.05392156862745098,0.004319500132833113,b
5031,laughing,2,1,4,0,1,0,455,1,461,0,0.3005621871662843,0.008676789587852495,0.0,0.0021691973969631237,0.0,0.9869848156182213,0.0021691973969631237,0.003461450439551406,b
5040,may 19,0,2,0,33,0,0,0,5,38,0,-0.07413603732560779,0.0,0.868421052631579,0.0,0.0,0.0,0.13157894736842105,0.2962813945778822,b
5041,timeline,1,1,152,0,4,28,8,6,198,0,0.06759378754130174,0.7676767676767676,0.0,0.020202020202020204,0.1414141414141414,0.04040404040404041,0.030303030303030304,0.9737708740755419,g
5044,disregard,16,1,0,0,0,10,0,0,10,0,-0.09893875667731696,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
5045,word,0,1,2,0,7,1,121,15,146,0,0.021531594459556148,0.0136986301369863,0.0,0.04794520547945205,0.00684931506849315,0.8287671232876712,0.10273972602739725,0.0077583569410637635,b
5048,husband anthony weiner,1,3,11,134,0,0,0,23,168,0,0.04101944537875621,0.06547619047619048,0.7976190476190477,0.0,0.0,0.0,0.13690476190476192,0.34801235545726916,b
5051,officials,0,1,1,0,2,0,15,2,20,0,-0.09008064262313512,0.05,0.0,0.1,0.0,0.75,0.1,0.013837744038574849,b
5053,arsenal of democracy,17,3,4,0,0,0,189,0,193,0,0.06316473051421083,0.02072538860103627,0.0,0.0,0.0,0.9792746113989638,0.0,0.01230176920921741,b
5057,parade,17,1,1,0,0,0,30,0,31,0,-0.08033671716353508,0.03225806451612903,0.0,0.0,0.0,0.967741935483871,0.0,0.004159802441516033,b
5058,pathetic,1,1,3,0,5,2,242,89,341,0,0.19426481851610214,0.008797653958944282,0.0,0.01466275659824047,0.005865102639296188,0.7096774193548387,0.26099706744868034,0.013999826117836756,b
5060,biden,0,1,12,0,8,3,0,9,32,0,-0.0794509057581169,0.375,0.0,0.25,0.09375,0.0,0.28125,0.88521445778227,g
5061,former,0,1,626,0,147,0,592,69,1434,0,1.162456684638178,0.43654114365411434,0.0,0.10251046025104603,0.0,0.41283124128312415,0.04811715481171548,0.3847005160394104,b
5062,huma abedin finally files,9,4,4,117,0,0,0,7,128,0,0.005586989162028825,0.03125,0.9140625,0.0,0.0,0.0,0.0546875,0.39141616291465087,b
5068,mlk,16,1,0,0,0,18,0,0,18,0,-0.09185226543397149,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
5069,lady gaga,0,2,17,0,0,0,0,1,18,0,-0.09185226543397149,0.9444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.9796106872199195,g
5073,pelosi,0,1,12,0,1,0,0,4,17,0,-0.09273807683938967,0.7058823529411765,0.0,0.058823529411764705,0.0,0.0,0.23529411764705882,0.9606762515368965,g
5075,donald trump,0,2,783,6,0,0,1,24,814,0,0.6132536132789035,0.961916461916462,0.007371007371007371,0.0,0.0,0.0012285012285012285,0.029484029484029485,0.980822981336085,g
5082,child,1,1,427,0,1,4,8386,19,8837,0,7.720118518948999,0.048319565463392555,0.0,0.00011316057485572027,0.0004526422994228811,0.9489645807400702,0.002150050922258685,0.004856774610240003,b
5088,morally wrong,3,2,66,0,0,0,3,0,69,0,-0.04667588375764407,0.9565217391304348,0.0,0.0,0.0,0.043478260869565216,0.0,0.9758643045798364,g
5090,pedo anthony weiner,8,3,7,49,0,0,0,4,60,0,-0.05464818640640773,0.11666666666666667,0.8166666666666667,0.0,0.0,0.0,0.06666666666666667,0.3870824532797487,b
5098,prez,4,1,133,0,0,0,8,1,142,0,0.01798834883788341,0.9366197183098591,0.0,0.0,0.0,0.056338028169014086,0.007042253521126761,0.9791892190747971,g
5105,therapy,1,1,1,0,0,1,85,33,120,0,-0.0014995020813166518,0.008333333333333333,0.0,0.0,0.008333333333333333,0.7083333333333334,0.275,0.01409742878009634,b
5113,freedoms,18,1,2,0,0,0,305,1,308,0,0.16503304213730205,0.006493506493506494,0.0,0.0,0.0,0.9902597402597403,0.003246753246753247,0.003377049788342666,b
5120,✅andrew brietbart,12,2,0,303,0,0,0,0,303,0,0.16060398511021112,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
5126,video,2,1,6,0,4,52,234,28,324,0,0.179206024623993,0.018518518518518517,0.0,0.012345679012345678,0.16049382716049382,0.7222222222222222,0.08641975308641975,0.020901766089802428,b
5130,wheels,0,1,1,0,3,0,224,431,659,0,0.47595284543908484,0.0015174506828528073,0.0,0.004552352048558422,0.0,0.33990895295902884,0.65402124430956,0.10571456917153585,b
5132,runs,1,1,1,0,0,0,36,2,39,0,-0.07325022592018961,0.02564102564102564,0.0,0.0,0.0,0.9230769230769231,0.05128205128205128,0.004948386809107681,b
5144,sketch of anthony weiner,6,4,14,995,0,0,0,0,1009,0,0.7859868373354495,0.013875123885034688,0.9861248761149654,0.0,0.0,0.0,0.0,0.37793146303905767,b
5146,nut job anthony weiner,9,4,170,66,0,0,0,46,282,0,0.14200194559642923,0.6028368794326241,0.23404255319148937,0.0,0.0,0.0,0.16312056737588654,0.7783856423102172,g
5149,glad,0,1,4,0,373,1,314,1,693,0,0.5060704332233031,0.005772005772005772,0.0,0.5382395382395382,0.001443001443001443,0.4531024531024531,0.001443001443001443,0.08207120585418064,b
5156,goodman,4,1,48,0,0,0,0,0,48,0,-0.06527792327142594,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5159,hillary 🚫sweden julian assange🚫anthony weiner fbi,3,6,0,163,0,0,0,0,163,0,0.03659038835166529,0.0,1.0,0.0,0.0,0.0,0.0,0.5660919143595391,a
5162,swamp,0,1,61,0,0,2,20,3,86,0,-0.03161708986553493,0.7093023255813954,0.0,0.0,0.023255813953488372,0.23255813953488372,0.03488372093023256,0.8721900606245861,g
5165,rykers,6,1,65,0,0,0,0,0,65,0,-0.05021912937931681,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5166,despicable,2,1,2,0,0,0,17,1,20,0,-0.09008064262313512,0.1,0.0,0.0,0.0,0.85,0.05,0.009750075208364706,b
5167,😏or,12,1,0,0,0,14,0,0,14,0,-0.09539551105564423,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
5171,senate intelligence committee,0,3,2,0,0,0,0,12,14,0,-0.09539551105564423,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.5143696666860237,a
5181,stories,0,1,2,0,1,0,433,2,438,0,0.28018852484166606,0.0045662100456621,0.0,0.00228310502283105,0.0,0.9885844748858448,0.0045662100456621,0.0033784557236454247,b
5183,rumor,0,1,5,0,3,0,7,0,15,0,-0.09450969965022604,0.3333333333333333,0.0,0.2,0.0,0.4666666666666667,0.0,0.2256137438682769,b
5184,luxor,3,1,20,0,0,0,0,0,20,0,-0.09008064262313512,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5185,20yrs,0,1,0,0,0,0,230,0,230,0,0.09593975251468366,0.0,0.0,0.0,0.0,1.0,0.0,0.0031516051485132664,b
5188,already,7,1,1,0,3,1,116,13,134,0,0.010901857594537932,0.007462686567164179,0.0,0.022388059701492536,0.007462686567164179,0.8656716417910447,0.09701492537313433,0.006215109359502096,b
5190,marine,16,1,9,0,0,0,8,19,36,0,-0.07590766013644416,0.25,0.0,0.0,0.0,0.2222222222222222,0.5277777777777778,0.4179180398522627,a
5200,fight,5,1,2,0,0,0,563,1,566,0,0.3935723847351937,0.0035335689045936395,0.0,0.0,0.0,0.9946996466431095,0.0017667844522968198,0.003272096351340735,b
5205,bernie,1,1,32,0,0,0,0,0,32,0,-0.0794509057581169,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5207,constitution,16,1,9,0,0,0,5,0,14,0,-0.09539551105564423,0.6428571428571429,0.0,0.0,0.0,0.35714285714285715,0.0,0.6912463837450703,a
5208,abedin,1,1,133,0,16,0,1,7,157,0,0.031275519919156176,0.8471337579617835,0.0,0.10191082802547771,0.0,0.006369426751592357,0.044585987261146494,0.9788091311008542,g
5211,served,3,1,3,0,1,4,5445,204,5657,0,4.9032382497191715,0.0005303164221318721,0.0,0.00017677214071062401,0.0007070885628424961,0.9625243061693477,0.036061516704967295,0.0037253306244719375,b
5215,guilty face,6,2,1,0,0,0,20,0,21,0,-0.08919483121771693,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523,0.0,0.00428515650085501,b
5217,sexting,0,1,660,0,14,6,13455,1066,15201,0,13.357422303030326,0.04341819617130452,0.0,0.0009209920399973686,0.00039471087428458656,0.8851391355831854,0.07012696533122821,0.006401978799762968,b
5218,roll,6,1,0,0,1,1,12,1,15,0,-0.09450969965022604,0.0,0.0,0.06666666666666667,0.06666666666666667,0.8,0.06666666666666667,0.01008494445952226,b
5219,insane,3,1,1,0,0,0,21,2,24,0,-0.08653739700146237,0.041666666666666664,0.0,0.0,0.0,0.875,0.08333333333333333,0.006662983207392807,b
5220,2 dems,10,2,0,1149,0,0,0,0,1149,0,0.9100004340939954,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
5226,anthon,4,1,1,0,0,0,0,10,11,0,-0.09805294527189877,0.09090909090909091,0.0,0.0,0.0,0.0,0.9090909090909091,0.5502227033139725,a
5228,latest,0,1,199,0,7,70,59,7,342,0,0.19515062992152032,0.5818713450292398,0.0,0.02046783625730994,0.2046783625730994,0.17251461988304093,0.02046783625730994,0.8994255250294476,g
5232,statement,5,1,6,0,0,1,296,112,415,0,0.2598148625170478,0.014457831325301205,0.0,0.0,0.0024096385542168677,0.7132530120481928,0.26987951807228916,0.013867550829738862,b
5233,crisps attucks,18,2,120,0,0,0,0,0,120,0,-0.0014995020813166518,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5236,abedin files,7,2,10,7,0,0,0,49,66,0,-0.04933331797389862,0.15151515151515152,0.10606060606060606,0.0,0.0,0.0,0.7424242424242424,0.5320063932023608,a
5240,rice,1,1,18,0,0,0,1,0,19,0,-0.0909664540285533,0.9473684210526315,0.0,0.0,0.0,0.05263157894736842,0.0,0.9804402181227959,g
5250,predatory sexter,6,2,6,0,0,0,0,11,17,0,-0.09273807683938967,0.35294117647058826,0.0,0.0,0.0,0.0,0.6470588235294118,0.7510341400043893,g
5252,weak,6,1,3,0,1,1,7,2,14,0,-0.09539551105564423,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.5,0.14285714285714285,0.1278744500013213,b
5253,case,5,1,58,0,0,0,2247,42,2347,0,1.9712024977849805,0.024712398806987643,0.0,0.0,0.0,0.9573924158500213,0.017895185342991053,0.00421570736614151,b
5254,useless,0,1,0,0,2,1,28,0,31,0,-0.08033671716353508,0.0,0.0,0.06451612903225806,0.03225806451612903,0.9032258064516129,0.0,0.005531256891538286,b
5267,september,1,1,26,0,0,0,0,0,26,0,-0.084765774190626,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5270,official,3,1,13,0,5,2,117,2,139,0,0.015330914621628855,0.09352517985611511,0.0,0.03597122302158273,0.014388489208633094,0.841726618705036,0.014388489208633094,0.010498283345554327,b
5283,chip,10,1,1,0,0,0,90,0,91,0,-0.027188032838444006,0.01098901098901099,0.0,0.0,0.0,0.989010989010989,0.0,0.003460721187886583,b
5288,sisters,16,1,2,0,0,4,106,0,112,0,-0.008585993324662129,0.017857142857142856,0.0,0.0,0.03571428571428571,0.9464285714285714,0.0,0.004743053574432282,b
5291,shining beacon of hope,18,4,33,0,0,0,0,0,33,0,-0.07856509435269872,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
5298,headline,4,1,0,0,1,1,86,5,93,0,-0.025416410027607635,0.0,0.0,0.010752688172043012,0.010752688172043012,0.9247311827956989,0.053763440860215055,0.004558589248660268,b
5303,serving,16,1,5,0,0,3,1598,12,1618,0,1.325445983235124,0.0030902348578491965,0.0,0.0,0.001854140914709518,0.9876390605686032,0.007416563658838072,0.003383388661659351,b
5305,need,0,1,16,0,18,1,322,32,389,0,0.236783765976175,0.04113110539845758,0.0,0.04627249357326478,0.002570694087403599,0.8277634961439588,0.08226221079691516,0.008674294728579455,b
5315,party,1,1,16,0,6,2,822,546,1392,0,1.1252526056106142,0.011494252873563218,0.0,0.004310344827586207,0.0014367816091954023,0.5905172413793104,0.3922413793103448,0.027433433847221193,b
5321,huma abedin attorneys filing,7,4,12,0,0,0,0,289,301,0,0.15883236229937475,0.03986710963455149,0.0,0.0,0.0,0.0,0.9601328903654485,0.49475388214642063,a
5323,sentence,4,1,11,0,5,1,922,9,948,0,0.7319523416049402,0.011603375527426161,0.0,0.005274261603375527,0.0010548523206751054,0.9725738396624473,0.00949367088607595,0.0037491846123401565,b
5331,blacks,6,1,12,0,120,0,3,0,135,0,0.011787668999956117,0.08888888888888889,0.0,0.8888888888888888,0.0,0.022222222222222223,0.0,0.6761470589500899,a
5332,badly,0,1,0,0,0,21,39,0,60,0,-0.05464818640640773,0.0,0.0,0.0,0.35,0.65,0.0,0.05153505106016813,b
5338,legal,0,1,0,0,0,2,87,1,90,0,-0.02807384424386219,0.0,0.0,0.0,0.022222222222222223,0.9666666666666667,0.011111111111111112,0.003867952260324154,b
5341,coast guard,16,2,78,0,0,0,0,4,82,0,-0.035160335487207664,0.9512195121951219,0.0,0.0,0.0,0.0,0.04878048780487805,0.9801545879107249,g
5344,fbi director comey,1,3,15,1,0,0,0,0,16,0,-0.09362388824480786,0.9375,0.0625,0.0,0.0,0.0,0.0,0.9528704667028097,g
5348,lying,0,1,128,0,1,0,51,4,184,0,0.05519242786544716,0.6956521739130435,0.0,0.005434782608695652,0.0,0.27717391304347827,0.021739130434782608,0.822863390241259,g
5359,snakes on a plane,0,4,7,4,0,3,4,3,21,0,-0.08919483121771693,0.3333333333333333,0.19047619047619047,0.0,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.5492917919860819,a
5361,air force one pilot,0,4,1,10,0,0,1,1,13,0,-0.0962813224610624,0.07692307692307693,0.7692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.38366442625226277,b
5365,golf,0,1,1,0,0,0,12,1,14,0,-0.09539551105564423,0.07142857142857142,0.0,0.0,0.0,0.8571428571428571,0.07142857142857142,0.00828288445562569,b
5367,jim comey,3,2,58,0,0,0,0,0,58,0,-0.0564198092172441,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5368,barack obama,5,2,82,0,0,0,0,0,82,0,-0.035160335487207664,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5371,uh,10,1,1,0,0,0,69,3,73,0,-0.043132638135971325,0.0136986301369863,0.0,0.0,0.0,0.9452054794520548,0.0410958904109589,0.0042486770700435016,b
5375,comey fired,4,2,2,3,0,0,0,6,11,0,-0.09805294527189877,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.5454545454545454,0.549636735705799,a
5376,h. clinton,3,2,33,0,0,0,0,0,33,0,-0.07856509435269872,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5389,fake news,0,2,92,586,0,68,1138,13,1897,0,1.5725873653467974,0.048497627833421195,0.30890880337374804,0.0,0.03584607274644175,0.5998945703742752,0.006852925672113864,0.024769663307305075,b
5396,nuts,0,1,4,0,0,1,23,5,33,0,-0.07856509435269872,0.12121212121212122,0.0,0.0,0.030303030303030304,0.696969696969697,0.15151515151515152,0.025952524353244105,b
5399,asses,10,1,0,0,0,6,5,0,11,0,-0.09805294527189877,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.23342599109040632,b
5406,sexting underage girl,1,3,8,0,0,0,4,22,34,0,-0.07767928294728053,0.23529411764705882,0.0,0.0,0.0,0.11764705882352941,0.6470588235294118,0.47493645381374183,a
5412,turn air force one around,0,5,0,9,0,1,1,0,11,0,-0.09805294527189877,0.0,0.8181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.4749590139751345,a
5415,sick,0,1,167,0,60,42,553,73,895,0,0.6850043371177764,0.18659217877094972,0.0,0.0670391061452514,0.04692737430167598,0.617877094972067,0.08156424581005586,0.05923529508978177,b
5418,beyond,1,1,2,0,3,3,19,1,28,0,-0.08299415137978963,0.07142857142857142,0.0,0.10714285714285714,0.10714285714285714,0.6785714285714286,0.03571428571428571,0.03045546451634851,b
5419,sexting 15,2,2,0,87,0,0,43,304,434,0,0.2766452792199933,0.0,0.20046082949308755,0.0,0.0,0.09907834101382489,0.7004608294930875,0.24509013134937704,b
5420,pizzagate update,3,2,14,0,0,0,0,13,27,0,-0.08387996278520782,0.5185185185185185,0.0,0.0,0.0,0.0,0.48148148148148145,0.8711507193418805,g
5421,disgraced,0,1,22,0,155,2,330,21,530,0,0.361683174140139,0.04150943396226415,0.0,0.29245283018867924,0.0037735849056603774,0.6226415094339622,0.03962264150943396,0.03136781944520297,b
5425,surprise,5,1,0,0,0,1,48,5,54,0,-0.059963054838916834,0.0,0.0,0.0,0.018518518518518517,0.8888888888888888,0.09259259259259259,0.005479774576507554,b
5426,im,0,1,9,0,12,1,12,8,42,0,-0.07059279170393505,0.21428571428571427,0.0,0.2857142857142857,0.023809523809523808,0.2857142857142857,0.19047619047619047,0.3544786317777345,b
5428,billion arms deal,19,3,14,0,0,0,0,0,14,0,-0.09539551105564423,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
5429,democrat icon,5,2,39,0,0,0,0,0,39,0,-0.07325022592018961,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5432,liberal,0,1,29,0,23,2,981,8,1043,0,0.8161044251196677,0.027804410354745925,0.0,0.02205177372962608,0.0019175455417066154,0.9405560882070949,0.007670182166826462,0.0046957727259253285,b
5437,trumpet,13,1,16,0,0,0,0,0,16,0,-0.09362388824480786,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5440,anthony weiner's laptop,3,3,10,636,0,0,1,6,653,0,0.4706379770065757,0.015313935681470138,0.9739663093415007,0.0,0.0,0.0015313935681470138,0.009188361408882083,0.29295447784588363,b
5442,defend,6,1,2,0,2,2,1233,205,1444,0,1.1713147986923598,0.0013850415512465374,0.0,0.0013850415512465374,0.0013850415512465374,0.8538781163434903,0.1419667590027701,0.00625876674882366,b
5446,full text,2,2,0,0,0,9,35,0,44,0,-0.06882116889309868,0.0,0.0,0.0,0.20454545454545456,0.7954545454545454,0.0,0.0120587863056811,b
5448,anthony weiner faces prison,7,4,2,515,0,0,0,1,518,0,0.35105343727512084,0.003861003861003861,0.9942084942084942,0.0,0.0,0.0,0.0019305019305019305,0.372467434158975,b
5449,click,16,1,0,0,0,112,147,1,260,0,0.12251409467722918,0.0,0.0,0.0,0.4307692307692308,0.5653846153846154,0.0038461538461538464,0.09881709239250916,b
5450,anthony weiner really,2,3,1,20,0,0,0,0,21,0,-0.08919483121771693,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0,0.0,0.3190718776128136,b
5457,pity,4,1,48,0,3,0,68,14,133,0,0.010016046189119748,0.3609022556390977,0.0,0.022556390977443608,0.0,0.5112781954887218,0.10526315789473684,0.182539724309553,b
5459,mom,0,1,5,0,0,0,313,1,319,0,0.17477696759690206,0.01567398119122257,0.0,0.0,0.0,0.9811912225705329,0.003134796238244514,0.0036519706077929263,b
5460,donny,0,1,12,0,0,0,0,0,12,0,-0.09716713386648058,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5461,tom kepmer,0,2,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5465,courageous,16,1,2,0,10,0,524,2,538,0,0.3687696653834845,0.0037174721189591076,0.0,0.01858736059479554,0.0,0.9739776951672863,0.0037174721189591076,0.003622794113840717,b
5472,2 years,0,2,0,0,0,13,187,3,203,0,0.07202284456839267,0.0,0.0,0.0,0.06403940886699508,0.9211822660098522,0.014778325123152709,0.004668635151442703,b
5487,john podesta,0,2,82,0,0,0,0,78,160,0,0.03393295413541073,0.5125,0.0,0.0,0.0,0.0,0.4875,0.8678036888617258,g
5489,best,0,1,11,0,30,1,764,240,1046,0,0.8187618593359223,0.010516252390057362,0.0,0.028680688336520075,0.0009560229445506692,0.7304015296367112,0.2294455066921606,0.012499800993470589,b
5500,job,10,1,2,0,0,0,366,16,384,0,0.23235470894908408,0.005208333333333333,0.0,0.0,0.0,0.953125,0.041666666666666664,0.003954758085647027,b
5505,coverup,7,1,3,0,0,0,4,3,10,0,-0.09893875667731696,0.3,0.0,0.0,0.0,0.4,0.3,0.2397153391962319,b
5508,judge,1,1,7,0,18,0,465,21,511,0,0.3448527574371935,0.0136986301369863,0.0,0.03522504892367906,0.0,0.9099804305283757,0.0410958904109589,0.005100396007612122,b
5521,united states of america,0,4,25,0,0,0,0,1,26,0,-0.084765774190626,0.9615384615384616,0.0,0.0,0.0,0.0,0.038461538461538464,0.8993261887208547,g
5523,abuja,19,1,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
5526,andrew b,5,2,19,0,0,0,0,0,19,0,-0.0909664540285533,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5530,diversity,1,1,3,0,3,0,4,0,10,0,-0.09893875667731696,0.3,0.0,0.3,0.0,0.4,0.0,0.2851172468226872,b
5531,navy,16,1,87,0,1,0,2,2,92,0,-0.02630222143302582,0.9456521739130435,0.0,0.010869565217391304,0.0,0.021739130434782608,0.021739130434782608,0.9833930383063542,g
5533,liar,8,1,0,0,0,2,176,3,181,0,0.05253499364919261,0.0,0.0,0.0,0.011049723756906077,0.9723756906077348,0.016574585635359115,0.0036586483334860105,b
5539,lives,13,1,1,0,0,0,478,5,484,0,0.32093584949090254,0.002066115702479339,0.0,0.0,0.0,0.987603305785124,0.010330578512396695,0.003352518561745442,b
5541,bill,0,1,205,0,12,1,9,12,239,0,0.10391205516344731,0.8577405857740585,0.0,0.0502092050209205,0.0041841004184100415,0.03765690376569038,0.0502092050209205,0.9753376188816182,g
5545,funny,13,1,1,0,3,0,19,13,36,0,-0.07590766013644416,0.027777777777777776,0.0,0.08333333333333333,0.0,0.5277777777777778,0.3611111111111111,0.04325624896339267,b
5547,voted,14,1,1,0,0,1,19,1,22,0,-0.08830901981229874,0.045454545454545456,0.0,0.0,0.045454545454545456,0.8636363636363636,0.045454545454545456,0.008102499599499578,b
5550,two,0,1,7,0,45,2,422,12,488,0,0.3244790951125753,0.014344262295081968,0.0,0.09221311475409837,0.004098360655737705,0.8647540983606558,0.02459016393442623,0.006662553447743437,b
5556,life,0,1,2,0,15,3,799,791,1610,0,1.3183594919917785,0.0012422360248447205,0.0,0.009316770186335404,0.0018633540372670807,0.4962732919254658,0.49130434782608695,0.045782417931323066,b
5557,page,11,1,3,0,0,0,10,0,13,0,-0.0962813224610624,0.23076923076923078,0.0,0.0,0.0,0.7692307692307693,0.0,0.02715160373567672,b
5561,plot twist,10,2,31,0,0,0,0,0,31,0,-0.08033671716353508,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
5566,cried,8,1,0,0,0,1,469,4,474,0,0.3120777354367207,0.0,0.0,0.0,0.002109704641350211,0.989451476793249,0.008438818565400843,0.0033158358198918988,b
5568,hard,1,1,2,0,16,21,1566,7,1612,0,1.320131114802615,0.0012406947890818859,0.0,0.009925558312655087,0.013027295285359801,0.9714640198511166,0.004342431761786601,0.0037348820566466476,b
5572,board air force one,0,4,1,42,0,0,1,0,44,0,-0.06882116889309868,0.022727272727272728,0.9545454545454546,0.0,0.0,0.022727272727272728,0.0,0.37250455000614074,b
5585,transferring obscene material,0,3,52,1,0,0,3096,9,3158,0,2.6895955475791284,0.016466117796073463,0.00031665611146295124,0.0,0.0,0.980367321089297,0.002849905003166561,0.012085540302922576,b
