,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,evictionFlag,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
1801,help,4,1,12,0,41,0,820,78,951,0,0.7346097758211948,0.012618296529968454,0.0,0.04311251314405889,0.0,0.8622502628811777,0.08201892744479496,0.0064067751298372295,b
1802,holder,1,1,3,0,0,0,6,4,13,0,-0.0962813224610624,0.23076923076923078,0.0,0.0,0.0,0.46153846153846156,0.3076923076923077,0.1351924576333758,b
1803,mayer weiner,4,2,11,0,0,0,0,0,11,0,-0.09805294527189877,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
1808,conspiracy theory,2,2,14,0,0,0,2,0,16,0,-0.09362388824480786,0.875,0.0,0.0,0.0,0.125,0.0,0.9492011976908846,g
1816,toobin,5,1,14,0,1,0,0,1,16,0,-0.09362388824480786,0.875,0.0,0.0625,0.0,0.0,0.0625,0.9811314234814524,g
1819,big,9,1,16,0,26,2,3699,8,3751,0,3.214881710992112,0.004265529192215409,0.0,0.00693148493735004,0.0005331911490269261,0.9861370301253,0.0021327645961077045,0.003424548971982072,b
1821,middle east,0,2,7,0,0,0,5,3,15,0,-0.09450969965022604,0.4666666666666667,0.0,0.0,0.0,0.3333333333333333,0.2,0.4522355681330114,a
1822,breaking,0,1,2,0,408,1398,54,120,1982,0,1.6478813348073431,0.0010090817356205853,0.0,0.2058526740665994,0.7053481331987891,0.027245206861755803,0.060544904137235116,0.8703177177571852,g
1823,dunno,0,1,2,0,0,0,7,1,10,0,-0.09893875667731696,0.2,0.0,0.0,0.0,0.7,0.1,0.03387387959518229,b
1826,ab,0,1,0,0,0,344,0,0,344,0,0.1969222527323567,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
1831,chris hayes,5,2,19,0,0,0,0,0,19,0,-0.0909664540285533,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
1836,air force one with trump,0,5,12,2,0,0,1,1,16,0,-0.09362388824480786,0.75,0.125,0.0,0.0,0.0625,0.0625,0.7438337447219375,a
1838,usa,0,1,0,0,1,69,0,32,102,0,-0.017444107378843974,0.0,0.0,0.00980392156862745,0.6764705882352942,0.0,0.3137254901960784,0.8595797327359429,g
1845,send,0,1,4,0,11,3,514,8,540,0,0.37054128819432086,0.007407407407407408,0.0,0.020370370370370372,0.005555555555555556,0.9518518518518518,0.014814814814814815,0.004124138291891838,b
1847,told,1,1,18,0,1,0,1218,13,1250,0,0.9994673860412321,0.0144,0.0,0.0008,0.0,0.9744,0.0104,0.0037431423427162157,b
1848,server,11,1,2,0,0,0,8,0,10,0,-0.09893875667731696,0.2,0.0,0.0,0.0,0.8,0.0,0.01998376407134309,b
1850,torrance,16,1,184,0,0,0,0,0,184,0,0.05519242786544716,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
1853,prisonplanet,0,1,13,0,9,0,0,3,25,0,-0.08565158559604419,0.52,0.0,0.36,0.0,0.0,0.12,0.9287762346991768,g
1856,chris,0,1,11,0,1,0,1,26,39,0,-0.07325022592018961,0.28205128205128205,0.0,0.02564102564102564,0.0,0.02564102564102564,0.6666666666666666,0.7233846066601883,a
1859,goodness,0,1,3,0,1,0,47,0,51,0,-0.0626204890551714,0.058823529411764705,0.0,0.0196078431372549,0.0,0.9215686274509803,0.0,0.0058284917194048325,b
1861,mcmaster,0,1,9,0,2,0,0,0,11,0,-0.09805294527189877,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.9782139310222849,g
1863,top secret,1,2,20,198,0,0,102,3,323,0,0.1783202132185748,0.06191950464396285,0.6130030959752322,0.0,0.0,0.3157894736842105,0.009287925696594427,0.09886565646962003,b
1866,happy armed force day,16,4,11,0,0,0,0,52,63,0,-0.05199075219015317,0.1746031746031746,0.0,0.0,0.0,0.0,0.8253968253968254,0.5685547653885368,a
1870,born,5,1,2,0,0,0,9,1,12,0,-0.09716713386648058,0.16666666666666666,0.0,0.0,0.0,0.75,0.08333333333333333,0.022144210604844783,b
1874,hillary cl,2,2,22,0,0,0,0,0,22,0,-0.08830901981229874,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
1882,clintons,0,1,3593,0,16,1,8,6,3624,0,3.1023836625040024,0.9914459161147903,0.0,0.004415011037527594,0.0002759381898454746,0.002207505518763797,0.0016556291390728477,0.9873583640962396,g
1883,agree,1,1,1,0,4,2,987,9,1003,0,0.7806719689029403,0.0009970089730807576,0.0,0.003988035892323031,0.0019940179461615153,0.9840478564307079,0.00897308075772682,0.003415437726212669,b
1885,replies,9,1,8,0,0,0,6,0,14,0,-0.09539551105564423,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,0.0,0.5077835481127299,a
1887,lib,3,1,4,0,0,1,11,3,19,0,-0.0909664540285533,0.21052631578947367,0.0,0.0,0.05263157894736842,0.5789473684210527,0.15789473684210525,0.07585857833637798,b
1889,new york,0,2,99,1,0,23,0,14,137,0,0.013559291810792486,0.7226277372262774,0.0072992700729927005,0.0,0.1678832116788321,0.0,0.10218978102189781,0.9644484478726717,g
1899,may 2013,1,2,0,17,0,0,0,0,17,0,-0.09273807683938967,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
1908,wife,3,1,5,0,1,6,2957,12,2981,0,2.5328069288201096,0.0016772895001677288,0.0,0.0003354579000335458,0.0020127474002012745,0.9919490103991949,0.004025494800402549,0.0033035505229641244,b
1912,goes,7,1,6,0,2,2,1285,10,1305,0,1.0481870133392321,0.004597701149425287,0.0,0.0015325670498084292,0.0015325670498084292,0.9846743295019157,0.007662835249042145,0.003449089133372089,b
1913,sexting teen,2,2,28,0,0,2,80,28,138,0,0.014445103216210672,0.2028985507246377,0.0,0.0,0.014492753623188406,0.5797101449275363,0.2028985507246377,0.05688294895437244,b
1916,smh,7,1,0,0,3,3,5,6,17,0,-0.09273807683938967,0.0,0.0,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.21131456342366872,b
1917,major,12,1,0,0,1,2,23,0,26,0,-0.084765774190626,0.0,0.0,0.038461538461538464,0.07692307692307693,0.8846153846153846,0.0,0.006735660727863321,b
1927,manhattan,0,1,17,0,0,0,0,2,19,0,-0.0909664540285533,0.8947368421052632,0.0,0.0,0.0,0.0,0.10526315789473684,0.9815961782548334,g
1932,unnamed,8,1,5,0,0,0,5,0,10,0,-0.09893875667731696,0.5,0.0,0.0,0.0,0.5,0.0,0.3213463223216025,b
1933,20 yrs,1,2,0,0,0,1,11,0,12,0,-0.09716713386648058,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.004998954357120193,b
1941,admits,1,1,8,0,1,0,534,73,616,0,0.4378629550061029,0.012987012987012988,0.0,0.0016233766233766235,0.0,0.8668831168831169,0.1185064935064935,0.00613935567561654,b
1946,size 10.5,0,2,0,3,0,0,0,9,12,0,-0.09716713386648058,0.0,0.25,0.0,0.0,0.0,0.75,0.355660399369883,b
1949,catnip,17,1,2,0,0,0,0,10,12,0,-0.09716713386648058,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.6341371336113966,a
1953,anthony weiner guilty plea,7,4,13,25,0,0,0,300,338,0,0.19160738429984758,0.038461538461538464,0.07396449704142012,0.0,0.0,0.0,0.8875739644970414,0.4849563021350539,a
1957,rt_america,0,1,7,0,2,0,0,1,10,0,-0.09893875667731696,0.7,0.0,0.2,0.0,0.0,0.1,0.9642639156441338,g
1960,parents,19,1,13,0,0,0,4,0,17,0,-0.09273807683938967,0.7647058823529411,0.0,0.0,0.0,0.23529411764705882,0.0,0.8910501430962726,g
1961,anthony weiner sexting,11,3,2,10,0,0,0,0,12,0,-0.09716713386648058,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.42831383957412444,a
1962,nc,0,1,0,0,0,10,0,0,10,0,-0.09893875667731696,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
1964,changed,10,1,7,0,0,0,87,33,127,0,0.00470117775661064,0.05511811023622047,0.0,0.0,0.0,0.6850393700787402,0.25984251968503935,0.019128869052550113,b
1965,bottom,4,1,2,0,0,0,69,9,80,0,-0.036931958298044035,0.025,0.0,0.0,0.0,0.8625,0.1125,0.0065952207997616264,b
1968,hell,0,1,5,0,17,28,125,18,193,0,0.06316473051421083,0.025906735751295335,0.0,0.08808290155440414,0.14507772020725387,0.6476683937823834,0.09326424870466321,0.03237463945234192,b
1973,distraction,1,1,0,0,0,2,21,0,23,0,-0.08742320840688056,0.0,0.0,0.0,0.08695652173913043,0.9130434782608695,0.0,0.005923888339350279,b
1977,whole lot,0,2,0,0,0,1,9,0,10,0,-0.09893875667731696,0.0,0.0,0.0,0.1,0.9,0.0,0.00561426213017449,b
1984,1,18,1,0,12,0,0,0,0,12,0,-0.09716713386648058,0.0,1.0,0.0,0.0,0.0,0.0,0.40358790348595386,a
1993,course,10,1,2,0,1,1,55,0,59,0,-0.055533997811825914,0.03389830508474576,0.0,0.01694915254237288,0.01694915254237288,0.9322033898305084,0.0,0.005202429948150435,b
1995,former new york,0,3,56,68,0,0,0,2,126,0,0.003815366351192456,0.4444444444444444,0.5396825396825397,0.0,0.0,0.0,0.015873015873015872,0.71508630350229,a
2001,retired,17,1,1,0,0,0,21,0,22,0,-0.08830901981229874,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,0.0,0.00467159604413729,b
2005,stop,2,1,38,0,39,6,320,32,435,0,0.2775310906254115,0.08735632183908046,0.0,0.0896551724137931,0.013793103448275862,0.735632183908046,0.0735632183908046,0.018221872864775116,b
2007,ailes,5,1,10,0,0,0,0,1,11,0,-0.09805294527189877,0.9090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.9826451899622182,g
2010,shit,0,1,5,0,4,4,820,22,855,0,0.649571880901049,0.005847953216374269,0.0,0.004678362573099415,0.004678362573099415,0.9590643274853801,0.025730994152046785,0.003920361873158506,b
2012,u.s. air force,19,3,10,0,0,0,0,1,11,0,-0.09805294527189877,0.9090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.9495856258959248,g
2013,anthony wiener,0,2,86,3,0,0,0,2,91,0,-0.027188032838444006,0.945054945054945,0.03296703296703297,0.0,0.0,0.0,0.02197802197802198,0.979463540253599,g
2015,serial,1,1,1,0,3,0,35,4,43,0,-0.06970698029851687,0.023255813953488372,0.0,0.06976744186046512,0.0,0.813953488372093,0.09302325581395349,0.008666668186958347,b
2016,wall,14,1,1,0,0,0,14,2,17,0,-0.09273807683938967,0.058823529411764705,0.0,0.0,0.0,0.8235294117647058,0.11764705882352941,0.009273395487730767,b
2018,liberty,1,1,22,0,0,0,5,14,41,0,-0.07147860310935324,0.5365853658536586,0.0,0.0,0.0,0.12195121951219512,0.34146341463414637,0.8389108018454751,g
2020,town square on main street,18,5,20,0,0,0,0,0,20,0,-0.09008064262313512,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
2022,ain't,3,1,0,0,4,1,48,3,56,0,-0.05819143202808047,0.0,0.0,0.07142857142857142,0.017857142857142856,0.8571428571428571,0.05357142857142857,0.006645311952826451,b
2029,received,7,1,0,0,0,1,37,0,38,0,-0.07413603732560779,0.0,0.0,0.0,0.02631578947368421,0.9736842105263158,0.0,0.003793441788707017,b
2031,age,11,1,87,0,0,0,20,3,110,0,-0.010357616135498498,0.7909090909090909,0.0,0.0,0.0,0.18181818181818182,0.02727272727272727,0.926101796357002,g
2037,creeps,1,1,3,0,0,0,10,1,14,0,-0.09539551105564423,0.21428571428571427,0.0,0.0,0.0,0.7142857142857143,0.07142857142857142,0.03354997254318348,b
2043,trump boards air force one,0,5,10,5,0,0,0,43,58,0,-0.0564198092172441,0.1724137931034483,0.08620689655172414,0.0,0.0,0.0,0.7413793103448276,0.5968517299206461,a
2044,inner circle,4,2,1,1,0,0,18,0,20,0,-0.09008064262313512,0.05,0.05,0.0,0.0,0.9,0.0,0.005397179762389295,b
2047,set washington ablaze,13,3,3,0,0,0,0,7,10,0,-0.09893875667731696,0.3,0.0,0.0,0.0,0.0,0.7,0.6520946367559372,a
2049,pedos,2,1,2,0,11,16,31,3,63,0,-0.05199075219015317,0.031746031746031744,0.0,0.1746031746031746,0.25396825396825395,0.49206349206349204,0.047619047619047616,0.10824102854051765,b
2052,new,0,1,18,0,66,455,512,1168,2219,0,1.857818637891453,0.00811176205497972,0.0,0.029743127534925643,0.20504731861198738,0.23073456511942317,0.5263632266786841,0.2882437477640576,b
2055,collusion,0,1,4,0,1,0,34,8,47,0,-0.06616373467684412,0.0851063829787234,0.0,0.02127659574468085,0.0,0.723404255319149,0.1702127659574468,0.017814410603593945,b
2056,politics,2,1,9,0,5,0,94,2,110,0,-0.010357616135498498,0.08181818181818182,0.0,0.045454545454545456,0.0,0.8545454545454545,0.01818181818181818,0.009040576831624016,b
2057,dems proving,9,2,11,0,0,0,0,0,11,0,-0.09805294527189877,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2064,weine,12,1,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
2066,resolve,0,1,33,0,0,0,1,58,92,0,-0.02630222143302582,0.358695652173913,0.0,0.0,0.0,0.010869565217391304,0.6304347826086957,0.8003625130285476,g
2078,nut job jake tapper,16,4,45,0,0,0,0,0,45,0,-0.0679353574876805,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
2079,opinion,9,1,6,0,0,2,3,1,12,0,-0.09716713386648058,0.5,0.0,0.0,0.16666666666666666,0.25,0.08333333333333333,0.7705346713626497,g
2086,supposed,3,1,1,0,0,0,67,1,69,0,-0.04667588375764407,0.014492753623188406,0.0,0.0,0.0,0.9710144927536232,0.014492753623188406,0.003798871978561558,b
2092,clock boy,5,2,2273,3,0,0,48,103,2427,0,2.0420674102184355,0.9365471775854965,0.0012360939431396785,0.0,0.0,0.019777503090234856,0.042439225381128966,0.9767777990364113,g
2093,sean spicer,0,2,18,0,0,0,0,0,18,0,-0.09185226543397149,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2094,sexting pervert,12,2,0,0,0,0,38,0,38,0,-0.07413603732560779,0.0,0.0,0.0,0.0,1.0,0.0,0.0028746865801458498,b
2098,liberalism,4,1,1,0,75,0,25,0,101,0,-0.01832991878426216,0.009900990099009901,0.0,0.7425742574257426,0.0,0.24752475247524752,0.0,0.267541442788152,b
2100,white house staff,0,3,2,8,0,0,0,0,10,0,-0.09893875667731696,0.2,0.8,0.0,0.0,0.0,0.0,0.4620885391423322,a
2109,fall on the right side,17,5,36,0,0,0,0,0,36,0,-0.07590766013644416,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
2113,captain,18,1,89,0,0,0,29,2,120,0,-0.0014995020813166518,0.7416666666666667,0.0,0.0,0.0,0.24166666666666667,0.016666666666666666,0.876199240801285,g
2117,ouch,7,1,0,0,0,1,0,13,14,0,-0.09539551105564423,0.0,0.0,0.0,0.07142857142857142,0.0,0.9285714285714286,0.5,a
2121,u.s,0,1,0,0,0,358,0,8,366,0,0.21641010365155675,0.0,0.0,0.0,0.9781420765027322,0.0,0.02185792349726776,0.9359110384648555,g
2125,pay,5,1,2,0,3,0,122,39,166,0,0.03924782256791984,0.012048192771084338,0.0,0.018072289156626505,0.0,0.7349397590361446,0.23493975903614459,0.01219558115477637,b
2127,the swamp,1,2,4,23,0,0,17,6,50,0,-0.06350630046058957,0.08,0.46,0.0,0.0,0.34,0.12,0.09553989845581576,b
2129,elite,2,1,1,0,3,0,86,7,97,0,-0.021873164405934897,0.010309278350515464,0.0,0.030927835051546393,0.0,0.8865979381443299,0.07216494845360824,0.0055999292621466325,b
2132,us military,16,2,2,17,0,0,0,1,20,0,-0.09008064262313512,0.1,0.85,0.0,0.0,0.0,0.05,0.39675140014225596,b
2136,fake,0,1,4,0,1,1,1730,8,1744,0,1.4370582203178153,0.0022935779816513763,0.0,0.0005733944954128441,0.0005733944954128441,0.9919724770642202,0.0045871559633027525,0.0032994615363991565,b
2144,low,0,1,7,0,4,0,41,33,85,0,-0.032502901270953115,0.08235294117647059,0.0,0.047058823529411764,0.0,0.4823529411764706,0.38823529411764707,0.06666164633729449,b
2146,tanaka,18,1,7,0,88,0,0,8,103,0,-0.016558295973425792,0.06796116504854369,0.0,0.8543689320388349,0.0,0.0,0.07766990291262135,0.6760597636619293,a
2147,anthony weiner surrenders,0,3,616,3,0,0,0,0,619,0,0.4405203892223575,0.9951534733441034,0.004846526655896607,0.0,0.0,0.0,0.0,0.9614768496919789,g
2154,sending obscene material,0,3,2,1,0,1,76,4,84,0,-0.0333887126763713,0.023809523809523808,0.011904761904761904,0.0,0.011904761904761904,0.9047619047619048,0.047619047619047616,0.016047531436391836,b
2156,watch watch alien,18,3,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
2161,1805–12,16,1,0,16,0,0,0,0,16,0,-0.09362388824480786,0.0,1.0,0.0,0.0,0.0,0.0,0.40358790348595386,a
2165,long,0,1,12,0,18,4,3011,26,3071,0,2.612529955307746,0.0039075219798111365,0.0,0.005861282969716704,0.0013025073266037122,0.9804623901009443,0.008466297622924128,0.0035093481002998485,b
2166,bob beckel,0,2,2639,0,0,1,6,2071,4717,0,4.070575528626078,0.5594657621369514,0.0,0.0,0.00021199915200339198,0.0012719949120203519,0.4390502437990248,0.8914319655576444,g
2178,testify,7,1,0,0,0,1,295,5,301,0,0.15883236229937475,0.0,0.0,0.0,0.0033222591362126247,0.9800664451827242,0.016611295681063124,0.003464618595386993,b
2184,potus,0,1,5,0,0,203,6,621,835,0,0.6318556527926853,0.005988023952095809,0.0,0.0,0.24311377245508983,0.00718562874251497,0.7437125748502994,0.6140516207031588,a
2194,anthony weiner hits rock bottom,14,5,1,0,0,0,0,11,12,0,-0.09716713386648058,0.08333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.5757633507235086,a
2198,supporters,15,1,1,0,0,0,10,0,11,0,-0.09805294527189877,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,0.007040462406795754,b
2200,dow,9,1,565,0,0,0,0,0,565,0,0.39268657332977547,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
2202,saudis,0,1,293,0,19,0,3,222,537,0,0.36788385397806633,0.5456238361266295,0.0,0.035381750465549346,0.0,0.00558659217877095,0.4134078212290503,0.9147167010111604,g
2203,bring,0,1,1,0,3,0,262,2,268,0,0.12960058592057466,0.0037313432835820895,0.0,0.011194029850746268,0.0,0.9776119402985075,0.007462686567164179,0.003549563485877152,b
2204,john,2,1,2,0,1,0,0,13,16,0,-0.09362388824480786,0.125,0.0,0.0625,0.0,0.0,0.8125,0.5985402305619867,a
2205,joke,1,1,0,0,1,4,2256,10,2271,0,1.9038808309731985,0.0,0.0,0.00044033465433729633,0.0017613386173491853,0.9933949801849405,0.004403346543372964,0.003257964800841863,b
2208,tweets,1,1,2,0,2,0,98,2,104,0,-0.015672484568007607,0.019230769230769232,0.0,0.019230769230769232,0.0,0.9423076923076923,0.019230769230769232,0.004457901382145606,b
2210,printed,10,1,1,0,0,1,31,0,33,0,-0.07856509435269872,0.030303030303030304,0.0,0.0,0.030303030303030304,0.9393939393939394,0.0,0.005089569937937535,b
2217,co,0,1,8,0,0,2,19,0,29,0,-0.08210833997437145,0.27586206896551724,0.0,0.0,0.06896551724137931,0.6551724137931034,0.0,0.07128397864463054,b
2218,maxine waters,1,2,1300,0,0,0,1,8,1309,0,1.051730258960905,0.9931245225362872,0.0,0.0,0.0,0.0007639419404125286,0.006111535523300229,0.9830919692305615,g
2224,federal obscenity charge,6,3,67,0,0,0,31,85,183,0,0.05430661646002898,0.366120218579235,0.0,0.0,0.0,0.16939890710382513,0.4644808743169399,0.5432157224168753,a
2240,explain,1,1,2,0,0,0,50,1,53,0,-0.06084886624433502,0.03773584905660377,0.0,0.0,0.0,0.9433962264150944,0.018867924528301886,0.004749448984988733,b
2242,finally going,3,2,1,0,0,0,5,14,20,0,-0.09008064262313512,0.05,0.0,0.0,0.0,0.25,0.7,0.16073302678698292,b
2245,pervert,0,1,23,1,29,5,1242,33,1333,0,1.0729897326909414,0.0172543135783946,0.0007501875468867217,0.02175543885971493,0.0037509377344336083,0.9317329332333083,0.024756189047261814,0.004692341786046224,b
2252,matter,8,1,0,0,0,4,55,3,62,0,-0.05287656359557136,0.0,0.0,0.0,0.06451612903225806,0.8870967741935484,0.04838709677419355,0.006270722023202432,b
2263,office,8,1,3,0,0,0,160,1,164,0,0.037476199757083474,0.018292682926829267,0.0,0.0,0.0,0.975609756097561,0.006097560975609756,0.00378402295676146,b
2268,smaller,5,1,0,0,0,16,0,0,16,0,-0.09362388824480786,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
2283,cbs2 sources,7,2,435,0,0,0,0,54,489,0,0.32536490651799344,0.8895705521472392,0.0,0.0,0.0,0.0,0.11042944785276074,0.9744936058615109,g
2293,deal,4,1,3,0,5,2,453,13,476,0,0.31384935824755705,0.0063025210084033615,0.0,0.01050420168067227,0.004201680672268907,0.9516806722689075,0.0273109243697479,0.004068375622075394,b
2299,saw,0,1,2,0,5,0,107,2,116,0,-0.00504274770298939,0.017241379310344827,0.0,0.04310344827586207,0.0,0.9224137931034483,0.017241379310344827,0.004914377385782071,b
2300,fbi director,0,2,7,5,0,0,0,1,13,0,-0.0962813224610624,0.5384615384615384,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693,0.8669666753530916,g
2312,pervert alert,1,2,0,87,0,2,2,9,100,0,-0.019215730189680345,0.0,0.87,0.0,0.02,0.02,0.09,0.2846886888842933,b
2315,npr news,0,2,4,0,0,0,0,7,11,0,-0.09805294527189877,0.36363636363636365,0.0,0.0,0.0,0.0,0.6363636363636364,0.7605353511194438,g
2318,divorcing anthony weiner,12,3,1,13,0,0,0,0,14,0,-0.09539551105564423,0.07142857142857142,0.9285714285714286,0.0,0.0,0.0,0.0,0.34192764811230014,b
2321,lt col brad butler,16,4,18,0,0,0,0,0,18,0,-0.09185226543397149,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
2323,honored,19,1,1,0,18,0,0,0,19,0,-0.0909664540285533,0.05263157894736842,0.0,0.9473684210526315,0.0,0.0,0.0,0.6750588871809177,a
2328,victim,1,1,2,0,2,4,2339,2,2349,0,1.972974120595817,0.0008514261387824606,0.0,0.0008514261387824606,0.0017028522775649213,0.9957428693060877,0.0008514261387824606,0.003237332490202557,b
2336,plead,4,1,2,0,1,0,26,2,31,0,-0.08033671716353508,0.06451612903225806,0.0,0.03225806451612903,0.0,0.8387096774193549,0.06451612903225806,0.008966381807406623,b
2338,favstar_bot,0,1,9,0,39,0,0,0,48,0,-0.06527792327142594,0.1875,0.0,0.8125,0.0,0.0,0.0,0.7794960868406249,g
2340,shahzad roy,2,2,1308,0,0,0,0,0,1308,0,1.0508444475554868,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2341,demo,4,1,3,0,0,0,289,0,292,0,0.15086005965061108,0.010273972602739725,0.0,0.0,0.0,0.9897260273972602,0.0,0.0034396079652850554,b
2343,🔇but the msm,12,3,0,303,0,0,0,0,303,0,0.16060398511021112,0.0,1.0,0.0,0.0,0.0,0.0,0.28207375856168565,b
2348,apologizing,0,1,1,0,0,0,260,2,263,0,0.12517152889348374,0.0038022813688212928,0.0,0.0,0.0,0.9885931558935361,0.0076045627376425855,0.00336281512338912,b
2349,teen girl,5,2,2,0,0,0,29,0,31,0,-0.08033671716353508,0.06451612903225806,0.0,0.0,0.0,0.9354838709677419,0.0,0.004959261438138989,b
2358,sex,1,1,10,0,15,6,3081,71,3183,0,2.711740832714583,0.0031416902293433867,0.0,0.00471253534401508,0.001885014137606032,0.9679547596606974,0.022306000628338044,0.0036981264039655393,b
2359,2yrs,1,1,0,0,0,0,105,1,106,0,-0.013900861757171236,0.0,0.0,0.0,0.0,0.9905660377358491,0.009433962264150943,0.003281285901018107,b
2361,woman beheaded in broad daylight,16,5,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
2365,"👍@vp 👉""today",18,2,0,58,0,0,0,0,58,0,-0.0564198092172441,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
2369,holy,7,1,2,0,4,0,1,3,10,0,-0.09893875667731696,0.2,0.0,0.4,0.0,0.1,0.3,0.6117502405384817,a
2379,huma abedin filing,7,3,431,2,0,0,0,8,441,0,0.2828459590579206,0.9773242630385488,0.0045351473922902496,0.0,0.0,0.0,0.018140589569160998,0.9593152060646877,g
2382,light,7,1,1,0,1,0,46,6,54,0,-0.059963054838916834,0.018518518518518517,0.0,0.018518518518518517,0.0,0.8518518518518519,0.1111111111111111,0.006823632911674003,b
2383,donald,0,1,28,0,6,0,4,12,50,0,-0.06350630046058957,0.56,0.0,0.12,0.0,0.08,0.24,0.8923906871605295,g
2395,armed forces,16,2,2440,2,0,0,98,5,2545,0,2.146593156057781,0.9587426326129665,0.0007858546168958742,0.0,0.0,0.03850687622789784,0.0019646365422396855,0.9766601490599052,g
2397,how's trump,0,2,1,0,0,0,0,39,40,0,-0.07236441451477142,0.025,0.0,0.0,0.0,0.0,0.975,0.4099366527705192,a
2398,uss constellation,17,2,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2401,humiliating downfall of anthony weiner,3,5,16,0,0,0,0,61,77,0,-0.03958939251429859,0.2077922077922078,0.0,0.0,0.0,0.0,0.7922077922077922,0.612876325173611,a
2414,part,7,1,9,0,0,0,180,2,191,0,0.06139310770337446,0.04712041884816754,0.0,0.0,0.0,0.9424083769633508,0.010471204188481676,0.004969970192313791,b
2417,clearly,0,1,2,0,6,1,28,2,39,0,-0.07325022592018961,0.05128205128205128,0.0,0.15384615384615385,0.02564102564102564,0.717948717948718,0.05128205128205128,0.01842185526186778,b
2419,hope anthony weiner,2,3,8,14,0,0,0,0,22,0,-0.08830901981229874,0.36363636363636365,0.6363636363636364,0.0,0.0,0.0,0.0,0.6373938184065572,a
2422,fake news exposed,10,3,0,0,0,15,0,4,19,0,-0.0909664540285533,0.0,0.0,0.0,0.7894736842105263,0.0,0.21052631578947367,0.7012024205055808,a
2426,million,0,1,28,0,0,2,1011,1,1042,0,0.8152186137142495,0.026871401151631478,0.0,0.0,0.0019193857965451055,0.9702495201535508,0.0009596928982725527,0.0040404548771009585,b
2427,sexting with minor,6,3,3,0,0,0,184,15,202,0,0.07113703316297448,0.01485148514851485,0.0,0.0,0.0,0.9108910891089109,0.07425742574257425,0.015059767358159733,b
2436,ready,19,1,23,0,0,0,16,0,39,0,-0.07325022592018961,0.5897435897435898,0.0,0.0,0.0,0.41025641025641024,0.0,0.5574521869743874,a
2438,apply,2,1,1,0,0,1,16,0,18,0,-0.09185226543397149,0.05555555555555555,0.0,0.0,0.05555555555555555,0.8888888888888888,0.0,0.0077233884316037504,b
2439,kellyanne,0,1,8,0,2,0,0,0,10,0,-0.09893875667731696,0.8,0.0,0.2,0.0,0.0,0.0,0.9767828920981195,g
2441,day wiener,11,2,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2447,libs,0,1,16,0,120,1,21,4,162,0,0.0357045769462471,0.09876543209876543,0.0,0.7407407407407407,0.006172839506172839,0.12962962962962962,0.024691358024691357,0.5221860489586232,a
