,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted
980,putin,0,1,1,0,0,1,0,0,2,-0.23073702218186548
981,imperialism,0,1,1,0,0,0,0,0,1,-0.2963532182385123
982,whole eye closed,0,3,1,0,0,0,0,0,1,-0.2963532182385123
983,numb,0,1,12,0,0,0,1,1,14,0.5566573304978962
984,performing,0,1,1,0,0,0,23,0,24,1.2128192910643643
985,twitter,0,1,6,0,1,0,2,3,12,0.4254249383846026
986,jones,0,1,1,0,0,0,0,0,1,-0.2963532182385123
987,horrible care act,0,3,1,0,0,0,0,0,1,-0.2963532182385123
988,new health hashtag,0,3,1,0,0,0,0,0,1,-0.2963532182385123
989,hold tight,0,2,1,0,0,0,0,0,1,-0.2963532182385123
990,german,0,1,1,0,0,0,0,0,1,-0.2963532182385123
991,matchmaker joe silva,0,3,1,1,0,0,0,0,2,-0.23073702218186548
992,american christians,0,2,1,0,0,0,0,0,1,-0.2963532182385123
993,stop playing,0,2,0,0,0,1,0,0,1,-0.2963532182385123
994,64 crow,0,2,0,1,0,0,0,0,1,-0.2963532182385123
995,sean spicer,0,2,8,0,0,0,0,6,14,0.5566573304978962
996,mcgregor,0,1,1,0,0,0,0,0,1,-0.2963532182385123
997,bulgaria,0,1,1,0,0,0,0,0,1,-0.2963532182385123
998,alex caceres,0,2,1,0,0,0,0,0,1,-0.2963532182385123
999,scarface,0,1,12,0,1,0,2,2,17,0.7535059186678367
1000,house republicans,0,2,34,0,0,0,0,2,36,2.000213643744126
1001,aaron,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1002,michelle,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1003,thehill,0,1,1,0,0,0,1,0,2,-0.23073702218186548
1004,blair,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1005,hybrid theory,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1006,7 irish,0,2,0,1,0,0,0,0,1,-0.2963532182385123
1007,svoboda,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1008,trump,0,1,160,1,11,3,9,18,202,12.892502189147496
1009,hailee steinfeld,0,2,7,0,0,0,0,0,7,0.09734395810136857
1010,2017 song,0,2,0,2,0,0,0,0,2,-0.23073702218186548
1011,pagie,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1012,fbi fisa,0,2,0,0,0,1,0,0,1,-0.2963532182385123
1013,genius,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1014,real madrid,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1015,watching edgar,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1016,u.k,0,1,0,0,0,1,0,0,1,-0.2963532182385123
1017,dmoceanu,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1018,bon appetit,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1019,harry,0,1,1,0,0,0,0,1,2,-0.23073702218186548
1020,sbs,0,1,0,0,0,1,0,0,1,-0.2963532182385123
1021,loyal gop,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1022,happy,0,1,1,0,0,1,5,2,9,0.2285763502146622
1023,united kingdom,0,2,4,0,0,0,0,1,5,-0.033888434011925046
1024,using siri,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1025,woodley,0,1,1,0,0,0,0,1,2,-0.23073702218186548
1026,fox news,0,2,2,0,0,0,0,1,3,-0.16512082612521867
1027,pay the pricehouse republicans,0,4,1,0,0,0,0,0,1,-0.2963532182385123
1028,rd 2,0,2,0,2,0,0,0,0,2,-0.23073702218186548
1029,middle east,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1030,niall 【fr,0,2,0,1,0,0,0,0,1,-0.2963532182385123
1031,216th,0,1,0,0,0,0,1,0,1,-0.2963532182385123
1032,hocaust centers,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1033,turkey,0,1,1,0,1,0,1,0,3,-0.16512082612521867
1034,simpsons,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1035,dark horse,0,2,2,0,0,0,0,0,2,-0.23073702218186548
1036,guys,0,1,1,0,0,0,10,3,14,0.5566573304978962
1037,disney,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1038,pa,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1039,😢are,0,1,0,1,0,0,0,0,1,-0.2963532182385123
1040,last,0,1,1,0,5,0,31,5,42,2.393910820084007
1041,top social artist award army,0,5,0,0,0,1,0,0,1,-0.2963532182385123
1042,alessia,0,1,2,0,2,0,0,0,4,-0.09950463006857185
1043,muslim in america,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1044,coloradans,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1045,hooters lone tree,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1046,kwazulu,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1047,ca,0,1,0,0,0,2,0,0,2,-0.23073702218186548
1048,deplorable,0,1,1,0,0,0,4,0,5,-0.033888434011925046
1049,machine gun kelly,0,3,2,0,0,0,0,0,2,-0.23073702218186548
1050,remember the dreamworks,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1051,alone,0,1,0,0,0,1,3,0,4,-0.09950463006857185
1052,medicaid 4,0,2,0,1,0,0,0,0,1,-0.2963532182385123
1053,christians,0,1,1,0,0,1,0,0,2,-0.23073702218186548
1054,yeezy yeezy,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1055,crazy raccoon gosha loves washing,0,5,1,0,0,0,0,0,1,-0.2963532182385123
1056,democrats,0,1,8,0,6,0,1,1,16,0.6878897226111899
1057,celebrate diversity,0,2,1,0,0,0,1,0,2,-0.23073702218186548
1058,besides carter page,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1059,scarface theme,0,2,1,9,0,0,4,0,14,0.5566573304978962
1060,meet,0,1,1,0,2,0,2,0,5,-0.033888434011925046
1061,scared,0,1,0,0,0,0,2,0,2,-0.23073702218186548
1062,french,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1063,latest,0,1,0,0,0,1,6,0,7,0.09734395810136857
1064,warrant on carter page,0,4,2,0,0,0,0,0,2,-0.23073702218186548
1065,real,0,1,0,0,1,1,15,3,20,0.9503545068377771
1066,joke,0,1,0,0,0,1,1,1,3,-0.16512082612521867
1067,norway,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1068,republican,0,1,4,0,2,0,2,1,9,0.2285763502146622
1069,administration,0,1,1,0,0,0,6,0,7,0.09734395810136857
1070,aussies,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1071,adele,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1072,1 trillion medicaid,0,3,0,1,0,0,0,0,1,-0.2963532182385123
1073,office space,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1074,clumsy baby elephant,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1075,stay,0,1,0,0,2,1,6,1,10,0.294192546271309
1076,think carter page,0,3,1,1,0,0,0,0,2,-0.23073702218186548
1077,wannabe diaz,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1078,nc,0,1,0,0,0,2,0,0,2,-0.23073702218186548
1079,foreign agent of the russians,0,5,1,0,0,0,0,0,1,-0.2963532182385123
1080,north cork,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1081,fun fact,0,2,0,0,0,1,0,0,1,-0.2963532182385123
1082,islamic,0,1,1,0,0,0,0,1,2,-0.23073702218186548
1083,jacked,0,1,0,0,0,1,0,0,1,-0.2963532182385123
1084,va,0,1,0,0,0,1,0,0,1,-0.2963532182385123
1085,keitholbermann,0,1,1,0,1,0,0,0,2,-0.23073702218186548
1086,standing,0,1,0,0,0,1,7,0,8,0.16296015415801537
1087,libnazi,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1088,mother russia,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1089,2 usa legally,0,3,0,0,0,1,0,0,1,-0.2963532182385123
1090,pop bubbles,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1091,26th,0,1,0,0,0,0,1,0,1,-0.2963532182385123
1092,we cant stop,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1093,gif,0,1,0,0,0,1,1,0,2,-0.23073702218186548
1094,africans,0,1,3,0,0,0,0,0,3,-0.16512082612521867
1095,senate in 2018,0,3,0,1,0,0,0,0,1,-0.2963532182385123
1096,joanna jedrzejczyk,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1097,europe,0,1,13,2,1,0,3,6,25,1.278435487121011
1098,o'reilly,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1099,family services,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1100,gamebredfighter,0,1,2,0,0,0,0,0,2,-0.23073702218186548
1101,countries,0,1,1,0,0,0,7,0,8,0.16296015415801537
1102,retweeted the new york times,0,5,1,0,0,0,0,0,1,-0.2963532182385123
1103,black,0,1,2,0,0,0,5,1,8,0.16296015415801537
1104,carter page 2016,0,3,0,1,0,0,0,0,1,-0.2963532182385123
1105,portugal,0,1,19,0,9,0,0,6,34,1.8689812516308322
1106,un secgen,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1107,salvador sobral,0,2,3,0,0,0,0,1,4,-0.09950463006857185
1108,netflix canceled,0,2,0,0,0,1,0,0,1,-0.2963532182385123
1109,2000s linkin park,0,3,0,1,0,0,0,0,1,-0.2963532182385123
1110,political suicide,0,2,1,0,0,0,1,0,2,-0.23073702218186548
1111,mean the fbi,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1112,america,0,1,17,0,4,0,1,4,26,1.3440516831776579
1113,eurovision,0,1,5,0,2,0,1,1,9,0.2285763502146622
1114,judge,0,1,1,0,0,0,4,1,6,0.03172776204472176
1115,rd 1,0,2,0,1,0,0,0,0,1,-0.2963532182385123
1116,max,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1117,demian,0,1,3,0,0,0,0,2,5,-0.033888434011925046
1118,district,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1119,anna wintour,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1120,theresa may,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1121,nov 2018,0,2,0,1,0,0,0,0,1,-0.2963532182385123
1122,israel,0,1,1,0,3,0,1,1,6,0.03172776204472176
1123,australian,0,1,8,0,0,0,0,1,9,0.2285763502146622
1124,assist,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1125,iolo,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1126,thatcher,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1127,exploded,0,1,0,0,0,1,0,0,1,-0.2963532182385123
1128,kayla,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1129,dem,0,1,1,0,0,0,1,1,3,-0.16512082612521867
1130,become law,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1131,hair plug procedures,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1132,camila,0,1,3,0,49,0,0,3,55,3.246921368820415
1133,american,0,1,12,0,0,0,0,3,15,0.622273526554543
1134,eminem,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1135,classic,0,1,0,0,0,1,2,1,4,-0.09950463006857185
1136,rodriguez tbh edgar fighted brilliant,0,5,1,0,0,0,0,0,1,-0.2963532182385123
1137,victory,0,1,1,0,0,0,5,0,6,0.03172776204472176
1138,nice trump,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1139,california,0,1,2,0,1,0,0,0,3,-0.16512082612521867
1140,care,0,1,1,0,1,0,21,7,30,1.606516467404245
1141,congressmen,0,1,1,0,0,0,2,0,3,-0.16512082612521867
1142,nina,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1143,justice,0,1,2,0,0,0,1,0,3,-0.16512082612521867
1144,cowboys,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1145,comey,0,1,6,0,3,0,0,3,12,0.4254249383846026
1146,crush,0,1,0,0,0,1,0,0,1,-0.2963532182385123
1147,bsb,0,1,1,0,0,0,0,0,1,-0.2963532182385123
1148,dead,0,1,1,0,0,0,3,1,5,-0.033888434011925046
1149,ivanka,0,1,2,0,0,0,0,0,2,-0.23073702218186548
1150,female genital mutilation,0,3,1,0,0,0,0,0,1,-0.2963532182385123
1151,rep schiff,0,2,1,0,0,0,0,0,1,-0.2963532182385123
1152,aca,0,1,0,0,0,4,0,0,4,-0.09950463006857185
1153,liam,0,1,10,0,8,0,1,20,39,2.1970622319140665
